timestamp_us,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_real_x,accel_real_y,accel_real_z,accel_world_x,accel_world_y,accel_world_z,gravity_x,gravity_y,gravity_z,yaw,pitch,roll
17512750,0.967041015625,-0.05633544921875,-0.06048583984375,0.24072265625,30,31,2107,-1,0,0,-706,1162,-5972,-291,209,-6113,0.08986213803291321,-0.1380780041217804,0.9862834811210632,-0.48210766911506653,0.08998821675777435,-0.1390942633152008
17522958,0.967041015625,-0.05621337890625,-0.06036376953125,0.24072265625,30,30,2109,-1,0,-1,-704,1158,-5970,-289,208,-6110,0.08968481421470642,-0.13778313994407654,0.9863119721412659,-0.48214608430862427,0.089812733232975,-0.1387970745563507
17532956,0.967041015625,-0.05609130859375,-0.06024169921875,0.24072265625,30,28,2106,-1,0,-1,-703,1154,-5974,-288,205,-6113,0.08950749039649963,-0.13748827576637268,0.9863404035568237,-0.48218441009521484,0.08963724225759506,-0.1384998857975006
17542546,0.96710205078125,-0.05596923828125,-0.0601806640625,0.24072265625,31,28,2106,0,-1,-1,-701,1152,-5975,-286,206,-6115,0.08945555984973907,-0.13722962141036987,0.9864795207977295,-0.48213210701942444,0.0895763710141182,-0.13822339475154877
17552569,0.96710205078125,-0.05584716796875,-0.06005859375,0.24072265625,30,28,2105,-1,0,0,-701,1149,-5976,-287,204,-6115,0.0892782211303711,-0.13693475723266602,0.9865078330039978,-0.4821702837944031,0.08940085768699646,-0.13792623579502106
17562595,0.96710205078125,-0.05572509765625,-0.0599365234375,0.24072265625,31,30,2107,-1,0,-1,-698,1149,-5974,-286,207,-6112,0.08910088241100311,-0.13663986325263977,0.9865361452102661,-0.48220837116241455,0.08922533690929413,-0.13762906193733215
17572619,0.96710205078125,-0.05560302734375,-0.059814453125,0.24066162109375,30,31,2106,-1,0,-1,-698,1147,-5975,-287,206,-6112,0.08893033117055893,-0.13633769750595093,0.9865349531173706,-0.4821406602859497,0.08905923366546631,-0.13732868432998657
17582643,0.9671630859375,-0.05548095703125,-0.0596923828125,0.24072265625,32,30,2106,0,0,0,-695,1144,-5977,-284,206,-6114,0.08875349164009094,-0.13605688512325287,0.9867104887962341,-0.48219993710517883,0.0888710469007492,-0.13702528178691864
17592860,0.9671630859375,-0.05535888671875,-0.05963134765625,0.24072265625,31,30,2106,-1,-1,0,-695,1142,-5977,-284,205,-6114,0.08869419991970062,-0.1357913762331009,0.9867312908172607,-0.4822317063808441,0.08881336450576782,-0.13675835728645325
17602856,0.9671630859375,-0.05523681640625,-0.05950927734375,0.24072265625,30,30,2109,-1,0,-1,-695,1139,-5974,-285,204,-6110,0.08851684629917145,-0.13549648225307465,0.98675936460495,-0.4822694659233093,0.08863779902458191,-0.13646121323108673
