timestamp_us,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_x,adxl_y,adxl_z,altitude
324729558,16,-1090,4071,42,-24,-6,1,-2,19,388.2369
324734558,-16,-1098,4068,44,-24,-10,-1,-2,19,388.22073
324741558,-39,-1121,4101,41,-30,-16,-1,-2,19,388.2395
324744558,-39,-1121,4101,41,-30,-16,0,-2,19,388.23795
324749558,-45,-1100,4111,42,-41,-17,0,-2,19,388.2317
324754558,-18,-1127,4127,41,-46,-16,-2,-1,21,388.25674
324759558,0,-1109,4096,35,-56,-17,-2,-1,21,388.27606
324764558,7,-1112,4074,35,-59,-19,-1,-4,20,388.22595
324769558,37,-1110,4080,31,-61,-20,-1,-4,20,388.26144
324774558,41,-1091,4086,32,-60,-21,0,-4,18,388.27502
324779558,79,-1108,4082,30,-57,-18,0,-4,18,388.27762
324784558,64,-1094,4041,31,-50,-20,0,-4,20,388.29483
324789558,38,-1119,4043,34,-49,-20,0,-4,20,388.26144
324794558,64,-1128,4051,32,-43,-20,-2,-3,19,388.28024
324799558,67,-1124,4027,37,-42,-15,-2,-3,19,388.27866
324804558,49,-1116,4059,37,-36,-14,-1,-2,18,388.27866
324809558,46,-1081,4051,45,-35,-12,-1,-2,18,388.2844
324814558,53,-1052,4039,41,-32,-12,-2,-2,16,388.25412
324819558,45,-1087,4056,39,-28,-11,-2,-2,16,388.24368
324824558,-7,-1106,4089,39,-22,-13,0,-2,21,388.25412
324829558,13,-1100,4084,38,-25,-14,0,-2,21,388.2317
324834558,-33,-1081,4122,40,-28,-13,-1,-1,18,388.24472
324841558,-20,-1075,4119,36,-41,-9,-1,-1,18,388.24213
324844558,-20,-1075,4119,36,-41,-9,0,-2,20,388.26822
324849558,-15,-1075,4103,35,-47,-11,0,-2,20,388.2505
324854558,-3,-1081,4116,35,-53,-16,-1,-2,19,388.26404
324859558,13,-1078,4098,35,-52,-16,-1,-2,19,388.2395
324864558,16,-1089,4090,29,-52,-18,0,-2,19,388.25412
324869558,30,-1087,4019,30,-53,-23,0,-2,19,388.263
324874558,38,-1106,4053,33,-51,-21,0,0,19,388.2489
324879558,50,-1100,4066,28,-53,-21,0,0,19,388.27188
324884558,29,-1119,4049,31,-53,-21,0,0,19,388.2395
324889558,46,-1134,4062,33,-49,-20,0,1,19,388.2463
324894558,37,-1119,4029,33,-45,-16,0,1,19,388.26822
324899558,60,-1119,4035,34,-42,-13,2,-3,22,388.28128
324904558,53,-1101,4011,39,-35,-15,2,-3,22,388.26666
324909558,47,-1108,4038,41,-32,-10,3,-2,20,388.2557
324914558,14,-1111,4060,42,-28,-11,3,-2,20,388.27188
324919558,29,-1088,4090,46,-27,-11,-2,-2,21,388.24734
324924558,10,-1088,4078,45,-29,-13,-2,-2,21,388.23795
324929558,3,-1105,4109,40,-32,-11,0,-3,19,388.23428
324934558,5,-1065,4119,44,-37,-12,0,-3,19,388.25153
324941558,18,-1076,4092,37,-40,-16,0,-3,19,388.263
324944558,18,-1076,4092,37,-40,-16,0,-3,19,388.263
