timestamp_us,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_x,adxl_y,adxl_z,altitude
295839541,92,-34,4261,41,-45,-13,5,-1,19,383.50186
295844543,128,-31,4235,42,-46,-16,5,-1,19,383.5123
295849543,146,-24,4203,45,-46,-17,5,-2,16,383.47214
295854543,128,0,4250,40,-46,-16,5,-2,16,383.47473
295859543,138,0,4245,42,-47,-14,5,-2,15,383.46378
295864543,127,3,4218,39,-45,-15,5,-2,15,383.47058
295869543,93,-10,4206,37,-43,-13,5,-2,18,383.48413
295874543,124,-23,4232,42,-48,-15,5,-2,18,383.50345
295879543,128,-25,4188,42,-43,-16,5,-5,16,383.4951
295884543,133,-28,4248,39,-40,-15,5,-5,16,383.4784
295889543,105,-59,4260,43,-36,-17,5,-2,15,383.48517
295894543,84,-62,4277,39,-35,-16,5,-2,15,383.48413
295899543,124,-37,4269,45,-42,-19,5,-1,15,383.4977
295904543,99,-57,4271,42,-45,-18,4,-1,15,383.5045
295909543,119,-63,4228,41,-24,-22,4,-1,18,383.4925
295914543,119,-51,4261,35,-20,-21,5,-4,18,383.47736
295919543,103,-27,4212,39,-21,-30,5,-4,18,383.50708
295924543,-1180,581,3619,50,-39,-27,4,-1,17,383.49142
295929543,614,-66,4354,-6,3,-26,4,-1,17,383.46014
295934543,-998,649,4092,64,47,-36,6,2,18,383.46378
295978543,158,15,4032,41,-35,-1,6,-1,20,383.4356
295981543,231,-188,4253,43,-56,-7,6,-1,20,383.44812
295983543,231,-188,4253,43,-56,-7,7,-1,18,383.44812
295985543,91,-12,4052,52,-26,-15,7,-1,18,383.46274
295987543,91,-12,4052,52,-26,-15,7,-1,18,383.46274
295989543,91,-12,4052,52,-26,-15,7,-1,18,383.4977
295991543,119,-180,4332,44,-44,-19,7,-1,18,383.4977
295993543,119,-180,4332,44,-44,-19,3,-4,19,383.48517
295995543,242,49,4104,58,-43,-24,3,-4,19,383.48517
295997543,242,49,4104,58,-43,-24,3,-4,19,383.48517
295999543,242,49,4104,58,-43,-24,3,-4,19,383.48987
