timestamp_us,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_x,adxl_y,adxl_z,altitude
457408556,43,-243,4434,38,10,-10,4,0,24,388.47336
457413558,-8,-212,4454,30,25,-12,4,1,21,388.43683
457418556,-37,-237,4487,13,23,-19,4,1,21,388.43787
457423558,-85,-235,4471,4,26,-32,4,0,21,388.4222
457428556,-131,-241,4430,-14,11,-43,4,0,21,388.42325
457433558,-172,-262,4409,-27,0,-48,4,1,21,388.46658
457438556,-191,-286,4348,-39,-22,-60,4,1,21,388.46814
457443558,-210,-286,4289,-41,-48,-62,4,-1,18,388.42325
457448556,-62,114,4424,-33,-76,-47,6,-1,18,388.42587
457453558,-217,-559,4825,-110,-39,-52,6,-1,17,388.43787
457458556,-61,-412,3625,-36,-129,-105,3,0,17,388.39767
457463558,179,-41,4113,-15,-150,-132,3,0,17,388.3721
457468556,300,-538,3994,-63,-90,-126,4,-1,14,388.43423
457473558,468,-391,3924,7,-27,-123,4,-1,14,388.42587
457478556,385,-269,3819,37,19,-114,3,-2,16,388.3909
457483558,350,-502,4040,5,44,-101,3,-2,16,388.37732
457488556,252,-489,3930,42,70,-66,1,-3,19,388.3935
457493558,122,-398,3868,67,92,-28,1,-3,19,388.3627
457498556,106,-476,4191,60,89,9,3,-2,20,388.37314
457503558,51,-388,3987,82,111,56,3,-2,20,388.31522
457517556,-348,-262,4426,72,140,56,4,1,21,388.35175
457520558,-449,-178,4540,65,96,54,4,1,21,388.32877
457522556,-449,-178,4540,65,96,54,4,1,21,388.32877
457524558,-449,-178,4540,65,96,54,4,1,21,388.3272
457528556,-492,-221,4598,40,29,58,3,1,18,388.32355
457533558,-453,-204,4603,27,-47,66,3,1,18,388.3314
457538556,-287,-159,4490,27,-121,67,5,-5,19,388.36792
457543558,-142,-179,4400,11,-158,48,5,-5,19,388.3909
457548556,-7,-235,4281,0,-169,13,3,-3,20,388.39194
457553558,57,-244,4247,3,-158,-29,3,-3,20,388.40393
457558556,113,-263,4149,4,-151,-73,1,-3,20,388.42587
457563558,125,-319,4025,2,-146,-112,1,-3,20,388.4405
457568556,184,-352,4072,14,-143,-147,3,-3,19,388.4718
457573558,218,-317,3931,24,-138,-182,3,-3,19,388.4932
457578556,182,-341,3858,14,-133,-199,3,-2,16,388.51773
457583558,230,-472,4016,21,-92,-146,3,-2,16,388.49216
457588556,266,-423,3958,52,-22,-73,1,-4,19,388.464
457593558,224,-471,4051,58,12,-31,1,-4,19,388.4436
457598556,139,-457,4182,68,40,8,3,-1,17,388.45145
457603558,63,-372,4207,86,77,54,3,-1,17,388.40552
457608556,-8,-388,4324,77,82,74,4,-3,22,388.42065
457613558,-77,-292,4404,75,66,67,4,-3,22,388.43683
457618556,-149,-233,4369,71,48,59,4,-1,20,388.41385
457623558,-133,-205,4467,53,40,51,4,-1,20,388.43683
457628556,-208,-197,4465,36,29,39,3,-1,21,388.37314
457633558,-236,-179,4452,24,12,27,3,-1,21,388.346
457638556,-285,-162,4444,15,-9,24,5,-1,20,388.3502
457643558,-285,-176,4359,6,-42,19,5,-1,20,388.3815
457648556,-266,-223,4304,3,-86,5,3,-2,20,388.35278
457653558,-160,-277,4242,4,-134,-17,3,-2,20,388.346
457658556,-18,-329,4118,2,-171,-44,3,-1,18,388.35278
457663558,103,-367,4056,13,-175,-75,4,-1,18,388.3246
457668556,198,-383,3998,26,-158,-105,4,-1,18,388.30164
457673558,205,-357,3987,35,-128,-138,4,-1,15,388.31522
457678556,150,-383,3983,27,-109,-147,4,-1,15,388.3272
457683558,172,-410,4050,37,-83,-114,3,-4,17,388.34338
457688556,162,-419,4090,52,-47,-48,3,-4,17,388.36792
457693558,163,-435,4160,61,-35,7,3,-1,21,388.37473
457698556,214,-396,4224,69,-24,49,3,-1,21,388.43265
457703558,237,-339,4223,74,17,71,4,-4,20,388.42847
457711556,23,-247,4331,64,83,42,4,-2,20,388.43423
457713558,23,-247,4331,64,83,42,4,-2,20,388.43423
457718556,-61,-205,4372,54,96,26,4,-2,20,388.42743
457723558,-194,-182,4421,39,97,8,3,0,18,388.45145
457728556,-293,-167,4428,28,70,-2,3,0,18,388.42587
457733558,-370,-199,4376,18,22,1,4,-1,22,388.43527
457738556,-331,-229,4372,12,-28,11,4,-1,22,388.42743
457743558,-281,-253,4281,14,-71,18,3,0,16,388.42325
457748556,-216,-305,4239,8,-110,1,3,0,16,388.41803
457753558,-93,-354,4148,10,-141,-19,2,-2,19,388.42325
457758556,-10,-382,4085,23,-149,-43,2,-2,19,388.43683
457763558,35,-386,4089,26,-153,-78,2,-2,20,388.3815
457768556,116,-374,4071,38,-153,-101,2,-2,20,388.3815
457773558,142,-350,4068,40,-153,-115,4,-3,19,388.38934
457778556,168,-350,4043,37,-141,-103,4,-3,19,388.40134
457783558,243,-356,4090,42,-107,-48,3,-7,20,388.3987
457788556,299,-369,4118,48,-63,8,3,-7,20,388.36688
457793558,321,-406,4180,56,-19,45,2,-3,17,388.3554
457798556,269,-364,4215,59,30,48,2,-3,17,388.3392
457803558,179,-306,4275,60,69,25,3,-4,18,388.3246
457811556,-67,-210,4326,48,87,-12,3,-4,18,388.322
457813558,-67,-210,4326,48,87,-12,5,-2,21,388.31
457818556,-194,-224,4353,41,82,-14,5,-2,21,388.34497
457823558,-247,-224,4340,36,65,-6,1,2,19,388.33817
457828556,-322,-212,4337,26,37,6,1,2,19,388.35696
457833558,-326,-284,4322,18,-1,14,4,0,18,388.3554
457838556,-322,-325,4289,16,-42,15,4,0,18,388.39194
457843558,-265,-321,4259,19,-82,9,3,-2,20,388.38934
457848556,-176,-353,4249,19,-124,-8,3,-2,20,388.37888
457853558,-66,-373,4200,25,-157,-29,3,-1,18,388.3909
457858556,0,-359,4156,32,-169,-55,3,-1,18,388.37314
457863558,101,-305,4115,37,-167,-73,3,-3,20,388.36688
457868556,158,-316,4097,33,-156,-77,3,-3,20,388.38934
457873558,201,-328,4098,33,-129,-69,3,-3,16,388.41803
457878556,237,-329,4100,39,-100,-42,4,-3,16,388.4003
457883558,270,-356,4134,43,-57,-11,4,-3,16,388.39194
457888556,265,-373,4147,45,-21,15,-1,-2,20,388.4029
457893558,240,-355,4183,51,12,19,-1,-2,20,388.3935
457898556,180,-309,4225,51,44,5,2,-3,20,388.38672
457903558,68,-285,4242,52,65,-3,2,-3,20,388.39194
457911556,-150,-240,4285,38,86,-6,5,-2,22,388.3909
457913558,-150,-240,4285,38,86,-6,5,-2,22,388.36792
457918556,-223,-239,4307,34,72,2,3,-1,22,388.35278
457923558,-304,-282,4327,29,44,7,3,-1,22,388.36533
457928556,-330,-286,4281,25,2,7,3,0,20,388.3695
457933558,-296,-303,4315,29,-47,8,3,0,20,388.34756
457938556,-225,-321,4267,28,-87,2,3,-1,20,388.322
457943558,-163,-349,4247,26,-124,-13,3,-1,20,388.32877
457948556,-83,-339,4203,28,-145,-32,3,-1,17,388.34235
457953558,25,-291,4177,37,-152,-49,3,-1,17,388.32877
457958556,94,-299,4148,35,-149,-54,2,-3,18,388.31833
457963558,137,-330,4148,34,-137,-60,2,-3,18,388.3408
457968556,196,-301,4149,36,-122,-50,4,-3,19,388.33398
457973558,222,-317,4137,35,-100,-33,4,-3,19,388.3815
457978556,255,-336,4153,39,-66,-11,2,-4,18,388.36426
457983558,271,-353,4156,37,-32,3,2,-4,18,388.3502
457988556,236,-360,4162,45,8,7,3,-3,18,388.34756
457993558,164,-325,4194,45,45,-3,3,-3,18,388.38828
457998556,63,-309,4203,45,66,-12,1,-3,17,388.4003
458003558,-46,-267,4235,40,78,-16,1,-3,17,388.37888
458011556,-239,-294,4269,40,48,-9,4,-1,20,388.3601
458013558,-239,-294,4269,40,48,-9,4,-1,20,388.38672
458018556,-244,-310,4297,34,19,0,3,-1,19,388.42065
458023558,-271,-311,4282,34,-18,4,3,-1,19,388.37628
458028556,-208,-317,4281,37,-53,2,3,-2,20,388.38934
458033558,-184,-303,4279,35,-83,-7,3,-2,20,388.37994
458038556,-130,-328,4273,36,-108,-18,1,-3,22,388.38254
458043558,-69,-287,4259,33,-127,-29,1,-3,22,388.42325
458048556,30,-304,4219,36,-134,-34,4,-2,20,388.37732
458053558,67,-303,4222,32,-137,-32,4,-2,20,388.38672
458058556,125,-290,4185,30,-129,-30,4,-3,18,388.41647
458063558,190,-298,4151,30,-111,-27,4,-3,18,388.3815
458068556,227,-347,4154,30,-86,-20,4,-4,18,388.34756
458073558,245,-361,4150,34,-56,-15,4,-4,18,388.3392
458078556,218,-355,4129,34,-21,-12,4,-4,20,388.32617
458083558,141,-351,4143,38,8,-11,3,-3,20,388.3272
458088556,97,-330,4162,43,35,-12,3,-3,20,388.31155
458093558,-5,-313,4171,43,47,-12,3,-1,20,388.29483
458098556,-60,-308,4204,43,48,-8,3,-1,20,388.346
458103558,-126,-302,4241,45,38,-7,2,-2,22,388.34235
458111556,-190,-297,4271,41,0,0,2,-1,18,388.31522
458113558,-190,-297,4271,41,0,0,2,-1,18,388.31522
458118556,-195,-307,4310,40,-27,-3,2,-1,18,388.33398
458123558,-187,-303,4307,40,-48,-9,2,1,16,388.33035
458128556,-152,-283,4319,36,-73,-17,2,1,16,388.32877
458133558,-109,-315,4274,37,-97,-23,4,-1,18,388.35278
458138556,-66,-265,4228,32,-111,-26,4,-1,18,388.3695
458143558,26,-299,4242,27,-119,-25,5,-3,19,388.35434
458148556,78,-311,4239,31,-118,-26,5,-3,19,388.3554
458153558,118,-279,4203,30,-107,-23,3,-1,20,388.3392
458158556,180,-308,4142,28,-89,-21,3,-1,20,388.3366
458163558,177,-325,4132,30,-67,-19,3,-2,16,388.36426
458168556,167,-334,4169,33,-43,-14,3,-2,16,388.39767
458173558,145,-345,4146,33,-17,-14,2,-4,21,388.3987
458178556,90,-347,4138,36,4,-14,2,-4,21,388.39456
458183558,35,-326,4191,36,19,-12,3,-4,19,388.37054
458188556,-11,-309,4179,39,23,-11,3,-4,19,388.33035
458193558,-62,-304,4220,40,21,-10,3,-2,18,388.3392
458198556,-100,-309,4210,44,16,-6,3,-2,18,388.34235
458203558,-128,-321,4230,43,6,-8,3,0,19,388.32877
458211556,-143,-328,4279,45,-31,-11,3,0,19,388.3392
458213558,-143,-328,4279,45,-31,-11,4,0,21,388.3392
458218556,-136,-288,4310,43,-50,-15,4,0,21,388.34235
458223558,-127,-299,4304,44,-73,-17,2,-2,19,388.34497
458228556,-67,-272,4287,41,-88,-17,2,-2,19,388.30893
458233558,-30,-286,4256,32,-99,-18,3,0,20,388.35175
458238556,17,-288,4252,35,-99,-17,3,0,20,388.2844
458243558,85,-278,4244,25,-96,-18,4,-1,19,388.32617
458248556,105,-312,4237,28,-82,-16,4,-1,19,388.3486
458253558,140,-303,4178,25,-68,-22,3,-4,19,388.33557
458258556,107,-320,4149,24,-52,-22,3,-4,19,388.31677
458263558,97,-340,4151,27,-35,-20,3,-4,19,388.32355
458268556,96,-329,4142,29,-24,-19,3,-4,19,388.32877
458273558,53,-364,4132,34,-12,-17,3,-1,19,388.31522
458278556,23,-340,4133,38,-5,-10,3,-1,19,388.3408
458283558,-15,-347,4153,42,0,-9,3,-1,21,388.33398
458288556,-40,-327,4187,45,3,-9,4,-1,21,388.346
458293558,-87,-330,4183,48,-6,-13,4,-1,21,388.36115
458298556,-103,-316,4226,48,-15,-10,0,-2,18,388.36426
458303558,-94,-299,4248,46,-24,-10,0,-2,18,388.36688
458311556,-69,-275,4288,46,-49,-12,2,-1,24,388.36115
458313558,-69,-275,4288,46,-49,-12,2,-1,24,388.36115
458318556,-53,-283,4301,40,-64,-16,5,1,21,388.3502
458323558,-24,-271,4312,38,-66,-17,5,1,21,388.35852
458328556,-2,-284,4275,32,-74,-18,3,0,18,388.3486
458333558,31,-289,4255,28,-75,-18,3,0,18,388.346
458338556,39,-300,4223,26,-69,-18,5,-6,21,388.3486
458343558,53,-317,4229,27,-64,-18,5,-6,21,388.346
458348556,35,-321,4194,22,-55,-20,2,-1,19,388.37628
458353558,35,-330,4190,23,-48,-23,2,-1,19,388.3554
458358556,63,-323,4164,30,-41,-21,4,-2,19,388.3408
458363558,41,-319,4162,34,-34,-19,4,-2,19,388.3126
458368556,12,-335,4164,34,-27,-18,3,-3,19,388.3392
458373558,39,-340,4154,37,-28,-12,3,-3,19,388.31522
458378556,7,-321,4153,42,-20,-8,2,1,18,388.35175
458383558,-13,-322,4185,46,-22,-12,2,1,18,388.37054
458388556,-38,-304,4223,50,-20,-13,2,-2,19,388.35278
458393558,-74,-306,4222,48,-26,-9,2,-2,19,388.3272
458398556,-46,-295,4246,45,-30,-12,3,-1,22,388.34756
